Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%),Year,Color
1913-09,-0.41676138,-0.5171669,-0.2783929,1913,#409fe2
1913-10,-0.43822037,-0.56397367,-0.3117079,1913,#409fe2
1913-11,-0.367578835,-0.44252273,-0.16770975,1913,#2b8dd3
1913-12,-0.163880137,-0.16294242,0.1461428,1913,#1371b4
1914-01,-0.07832726300000001,-0.03556252,0.25622138,1914,#0a619f
1914-02,-0.26996036,-0.38574257,-0.10821808,1914,#1d7ec3
1914-03,-0.39733306999999995,-0.6713656,-0.3993755,1914,#409fe2
1914-04,-0.408752275,-0.61593556,-0.37051874,1914,#409fe2
1914-05,-0.307747065,-0.39837208,-0.15367338,1914,#2b8dd3
1914-06,-0.30783068,-0.39762378,-0.15466098,1914,#2b8dd3
1914-07,-0.2967975,-0.43360224,-0.18023561,1914,#1d7ec3
1914-08,-0.24444421,-0.36389846,-0.124016814,1914,#1d7ec3
1914-09,-0.30123475,-0.39627156,-0.15912431,1914,#1d7ec3
1914-10,-0.110114927,-0.20621265,0.030775663,1914,#0a619f
1914-11,-0.19013629999999998,-0.48058593,-0.19687358,1914,#1371b4
1914-12,-0.23656049,-0.40598354,-0.10151388,1914,#1d7ec3
1915-01,-0.287297115,-0.44466946,-0.16935608,1915,#1d7ec3
1915-02,-0.220261105,-0.38016632,-0.10375255,1915,#1371b4
1915-03,-0.19383057,-0.46269095,-0.17296897,1915,#1371b4
1915-04,-0.082452572,-0.16565545,0.09209366,1915,#0a619f
1915-05,-0.167907635,-0.19811726,0.042138647,1915,#1371b4
1915-06,-0.1719327925,-0.21592428,0.028412895,1915,#1371b4
1915-07,-0.16885508999999999,-0.2589719,-0.02407684,1915,#1371b4
1915-08,-0.0666439565,-0.13372618,0.10693997,1915,#04538c
1915-09,-0.1201239975,-0.2524137,-0.00735271,1915,#0a619f
1915-10,-0.285932155,-0.47868913,-0.21480541,1915,#1d7ec3
1915-11,-0.172644515,-0.21899,0.06725628,1915,#1371b4
1915-12,-0.362184805,-0.45133072,-0.18931802,1915,#2b8dd3
1916-01,-0.33768356,-0.45239908,-0.17153624,1916,#2b8dd3
1916-02,-0.263852955,-0.44107607,-0.1663282,1916,#1d7ec3
1916-03,-0.43891233500000004,-0.71888435,-0.44525382,1916,#409fe2
1916-04,-0.37498997,-0.54036427,-0.26997885,1916,#2b8dd3
1916-05,-0.41793216499999997,-0.51828825,-0.2596584,1916,#409fe2
1916-06,-0.49464903000000005,-0.5737027,-0.33202702,1916,#57adea
1916-07,-0.38469262000000004,-0.34407654,-0.09875212,1916,#409fe2
1916-08,-0.296571655,-0.4212925,-0.17322925,1916,#1d7ec3
1916-09,-0.32167741,-0.5202488,-0.27603242,1916,#2b8dd3
1916-10,-0.37422759,-0.5044128,-0.25762218,1916,#2b8dd3
1916-11,-0.514014615,-0.64642173,-0.36221653,1916,#57adea
1916-12,-0.82107398,-1.2117611,-0.9311189,1916,#c2e6ff
1917-01,-0.689027575,-0.79764104,-0.52863777,1917,#86c9f9
1917-02,-0.7157852499999999,-0.9162893,-0.64137477,1917,#a2d9ff
1917-03,-0.78410585,-0.9972181,-0.7377123,1917,#c2e6ff
1917-04,-0.545916825,-0.6901445,-0.42146158,1917,#6fbcf3
1917-05,-0.64408727,-0.83258206,-0.59532803,1917,#86c9f9
1917-06,-0.47867236999999996,-0.61339206,-0.36271137,1917,#57adea
1917-07,-0.24506715,-0.38917628,-0.12593319,1917,#1d7ec3
1917-08,-0.33261281,-0.39072385,-0.14384231,1917,#2b8dd3
1917-09,-0.29776502,-0.40741047,-0.15489727,1917,#1d7ec3
1917-10,-0.5354109149999999,-0.7916109,-0.5517629,1917,#57adea
1917-11,-0.45904375,-0.54572904,-0.26200378,1917,#409fe2
1917-12,-0.7863413800000001,-1.2243907,-0.89927846,1917,#c2e6ff
1918-01,-0.5177741499999999,-0.72849363,-0.44686443,1918,#57adea
1918-02,-0.67195481,-0.7856268,-0.50268245,1918,#86c9f9
1918-03,-0.5788611850000001,-0.6823979,-0.41637287,1918,#6fbcf3
1918-04,-0.62324515,-0.77727145,-0.5146023,1918,#86c9f9
1918-05,-0.525000215,-0.7346601,-0.4826547,1918,#57adea
1918-06,-0.38629792,-0.654922,-0.40191945,1918,#409fe2
1918-07,-0.36936435,-0.47132438,-0.2402335,1918,#2b8dd3
1918-08,-0.429601805,-0.46202537,-0.23819014,1918,#409fe2
1918-09,-0.258027055,-0.34707603,-0.10615951,1918,#1d7ec3
1918-10,-0.118657235,-0.23859693,0.003015902,1918,#0a619f
1918-11,-0.189561789,-0.4949517,-0.23025373,1918,#1371b4
1918-12,-0.4240235,-0.8111223,-0.49169555,1918,#409fe2
1919-01,-0.2510325,-0.53016603,-0.23349553,1919,#1d7ec3
1919-02,-0.241840718,-0.55597013,-0.27025074,1919,#1d7ec3
1919-03,-0.39185973,-0.7831889,-0.5009587,1919,#409fe2
1919-04,-0.2111785,-0.40575022,-0.137255,1919,#1371b4
1919-05,-0.30771085,-0.55280334,-0.30729872,1919,#2b8dd3
1919-06,-0.35747308,-0.52666205,-0.29050994,1919,#2b8dd3
1919-07,-0.29966561999999997,-0.3980602,-0.13433869,1919,#1d7ec3
1919-08,-0.23790476,-0.27046183,-0.015902326,1919,#1d7ec3
1919-09,-0.285827845,-0.31266698,-0.05965129,1919,#1d7ec3
1919-10,-0.25858322499999997,-0.2561674,-0.0019329591,1919,#1d7ec3
1919-11,-0.557303,-0.7086931,-0.43025064,1919,#6fbcf3
1919-12,-0.503088925,-0.7809991,-0.46314323,1919,#57adea
1920-01,-0.25841959,-0.34886312,-0.038978588,1920,#1d7ec3
1920-02,-0.54566648,-0.6241129,-0.32143992,1920,#6fbcf3
1920-03,-0.17184975000000002,-0.32375008,-0.02930565,1920,#1371b4
1920-04,-0.336350785,-0.45385414,-0.1888085,1920,#2b8dd3
1920-05,-0.25605178,-0.37642407,-0.13255489,1920,#1d7ec3
1920-06,-0.237871315,-0.36028266,-0.114259325,1920,#1d7ec3
1920-07,-0.30023921,-0.3242749,-0.07983841,1920,#1d7ec3
1920-08,-0.22637759000000002,-0.30795506,-0.06889041,1920,#1371b4
1920-09,-0.19622718,-0.4112792,-0.15233271,1920,#1371b4
1920-10,-0.21753604,-0.4009708,-0.14574379,1920,#1371b4
1920-11,-0.34541765,-0.6230588,-0.3239658,1920,#2b8dd3
1920-12,-0.48825349,-0.7811684,-0.47901955,1920,#57adea
1921-01,-0.217382312,-0.20316774,0.07604623,1921,#1371b4
1921-02,-0.294984305,-0.31263974,-0.040906284,1921,#1d7ec3
1921-03,-0.3424,-0.47198874,-0.22411653,1921,#2b8dd3
1921-04,-0.29073174,-0.26756805,-0.010657028,1921,#1d7ec3
1921-05,-0.30136328,-0.39946583,-0.14814976,1921,#1d7ec3
1921-06,-0.15416722500000002,-0.22383966,0.02981402,1921,#1371b4
1921-07,-0.1551673717,-0.116504245,0.1226502,1921,#1371b4
1921-08,-0.321117615,-0.31735343,-0.08664584,1921,#2b8dd3
1921-09,-0.20687608000000002,-0.27386755,-0.020218635,1921,#1371b4
1921-10,-0.134206307,-0.20524107,0.048572533,1921,#0a619f
1921-11,-0.195690205,-0.3249609,-0.07483875,1921,#1371b4
1921-12,-0.271245745,-0.3664937,-0.097823314,1921,#1d7ec3
1922-01,-0.41884495499999996,-0.5825066,-0.29557788,1922,#409fe2
1922-02,-0.408570225,-0.69888866,-0.4263628,1922,#409fe2
1922-03,-0.34390998,-0.42862746,-0.16003881,1922,#2b8dd3
1922-04,-0.29087181500000003,-0.37370756,-0.12164893,1922,#1d7ec3
1922-05,-0.469409985,-0.42809233,-0.1867468,1922,#57adea
1922-06,-0.292466605,-0.31446573,-0.08099774,1922,#1d7ec3
1922-07,-0.258840265,-0.32995534,-0.09299849,1922,#1d7ec3
1922-08,-0.35566161500000004,-0.44487447,-0.22647962,1922,#2b8dd3
1922-09,-0.324354225,-0.4766506,-0.2433371,1922,#2b8dd3
1922-10,-0.34490775,-0.4027713,-0.16254832,1922,#2b8dd3
1922-11,-0.255161315,-0.31304497,-0.046232164,1922,#1d7ec3
1922-12,-0.30516567,-0.34395888,-0.07312503,1922,#1d7ec3
1923-01,-0.40347999999999995,-0.45769015,-0.19347765,1923,#409fe2
1923-02,-0.494186285,-0.71206796,-0.46332225,1923,#57adea
1923-03,-0.455376015,-0.67021453,-0.43934792,1923,#409fe2
1923-04,-0.4101365,-0.70379335,-0.4825939,1923,#409fe2
1923-05,-0.403626665,-0.48347133,-0.27184272,1923,#409fe2
1923-06,-0.25244298,-0.31873998,-0.11075033,1923,#1d7ec3
1923-07,-0.41938846,-0.39138532,-0.17364869,1923,#409fe2
1923-08,-0.323600325,-0.30877897,-0.09906377,1923,#2b8dd3
1923-09,-0.34068473499999996,-0.2735119,-0.066271156,1923,#2b8dd3
1923-10,-0.176205245,-0.022567848,0.19280714,1923,#1371b4
1923-11,-0.033261125,0.033722285,0.28360534,1923,#04538c
1923-12,-0.09979411199999999,-0.12335753,0.13798009,1923,#0a619f
1924-01,-0.326852835,-0.49565175,-0.23193836,1924,#2b8dd3
1924-02,-0.315024035,-0.35127383,-0.10640527,1924,#2b8dd3
1924-03,-0.17569311799999998,-0.14595394,0.09009827,1924,#1371b4
1924-04,-0.34221616499999996,-0.42313892,-0.20264262,1924,#2b8dd3
1924-05,-0.21731487,-0.22831544,-0.019095333,1924,#1371b4
1924-06,-0.27529152,-0.29198232,-0.078839995,1924,#1d7ec3
1924-07,-0.29365907,-0.2882134,-0.071321085,1924,#1d7ec3
1924-08,-0.316984745,-0.26522592,-0.055418234,1924,#2b8dd3
1924-09,-0.33043325,-0.2766893,-0.0701794,1924,#2b8dd3
1924-10,-0.3655889,-0.2937166,-0.08045103,1924,#2b8dd3
1924-11,-0.290478239,-0.09725917,0.15189362,1924,#1d7ec3
1924-12,-0.49208372,-0.52501357,-0.2577139,1924,#57adea
1925-01,-0.49136696999999996,-0.51940495,-0.2736318,1925,#57adea
1925-02,-0.48504509,-0.61685884,-0.3657111,1925,#57adea
1925-03,-0.373479545,-0.4394226,-0.20585693,1925,#2b8dd3
1925-04,-0.30666957,-0.31295842,-0.09488782,1925,#1d7ec3
1925-05,-0.30524134999999997,-0.359678,-0.1413517,1925,#1d7ec3
1925-06,-0.33386530999999997,-0.37085778,-0.15539883,1925,#2b8dd3
1925-07,-0.330597315,-0.32316002,-0.097258784,1925,#2b8dd3
1925-08,-0.168018545,-0.21047084,-0.0011262638,1925,#1371b4
1925-09,-0.25865944550000003,-0.09165413,0.12330735,1925,#1d7ec3
1925-10,-0.28825895,-0.19815677,0.028407108,1925,#1d7ec3
1925-11,-0.058825375000000006,-0.020813836,0.20912533,1925,#04538c
1925-12,0.014323624999999993,0.08478154,0.31874388,1925,#ffebeb
1926-01,0.082809915,0.26024643,0.5196066,1926,#ffebeb
1926-02,-0.03475298499999999,0.0004380542,0.2339681,1926,#04538c
1926-03,0.023852490000000004,0.022828316,0.2400254,1926,#ffebeb
1926-04,-0.15770822,-0.2780726,-0.05219248,1926,#1371b4
1926-05,-0.269752905,-0.31246796,-0.09801392,1926,#1d7ec3
1926-06,-0.182535775,-0.23900832,-0.029770007,1926,#1371b4
1926-07,-0.208167467,-0.20747314,0.020976277,1926,#1371b4
1926-08,-0.09973544649999999,-0.08619487,0.12887293,1926,#0a619f
1926-09,-0.117603812,-0.07554717,0.14165722,1926,#0a619f
1926-10,-0.06968422199999999,-0.0002529588,0.21775591,1926,#04538c
1926-11,-0.11550854,-0.06297742,0.18907474,1926,#0a619f
1926-12,-0.321873035,-0.40302062,-0.16627753,1926,#2b8dd3
1927-01,-0.31094589,-0.42662048,-0.19906747,1927,#2b8dd3
1927-02,-0.211812375,-0.21029925,-0.00800717,1927,#1371b4
1927-03,-0.41866517000000003,-0.5483603,-0.34523442,1927,#409fe2
1927-04,-0.31421232,-0.36423984,-0.1700091,1927,#2b8dd3
1927-05,-0.229756115,-0.17998455,0.0068575717,1927,#1371b4
1927-06,-0.248020267,-0.1987087,-0.013885233,1927,#1d7ec3
1927-07,-0.204552421,-0.14864677,0.045152884,1927,#1371b4
1927-08,-0.2130164585,-0.12138329,0.054257456,1927,#1371b4
1927-09,-0.11935694999999999,-0.010927104,0.16722433,1927,#0a619f
1927-10,-0.029378550000000003,0.17222317,0.37606913,1927,#04538c
1927-11,-0.12638231249999998,0.01297037,0.22404295,1927,#0a619f
1927-12,-0.32326441,-0.45234352,-0.21408264,1927,#2b8dd3
1928-01,-0.016804650000000004,0.053990435,0.292356,1928,#04538c
1928-02,-0.1243665665,-0.07825571,0.15925616,1928,#0a619f
1928-03,-0.319277335,-0.38038585,-0.16077253,1928,#2b8dd3
1928-04,-0.23490348500000002,-0.32376528,-0.1098706,1928,#1d7ec3
1928-05,-0.30116624999999997,-0.25330892,-0.053423468,1928,#1d7ec3
1928-06,-0.32642775,-0.337091,-0.1432721,1928,#2b8dd3
1928-07,-0.188019585,-0.1804519,0.018817972,1928,#1371b4
1928-08,-0.178218075,-0.19982778,0.001428151,1928,#1371b4
1928-09,-0.20647411,-0.17238605,0.025902323,1928,#1371b4
1928-10,-0.183740648,-0.13216572,0.07471804,1928,#1371b4
1928-11,-0.171788635,-0.14814247,0.06883919,1928,#1371b4
1928-12,-0.22640261650000001,-0.16754016,0.05885126,1928,#1371b4
1929-01,-0.436139785,-0.63956815,-0.42095742,1929,#409fe2
1929-02,-0.603372085,-0.81706905,-0.5993509,1929,#6fbcf3
1929-03,-0.486838,-0.47368282,-0.26699096,1929,#57adea
1929-04,-0.43701932,-0.4363328,-0.2352896,1929,#409fe2
1929-05,-0.43421717,-0.4089891,-0.22472765,1929,#409fe2
1929-06,-0.40854238,-0.45775813,-0.2667639,1929,#409fe2
1929-07,-0.43930696,-0.44656572,-0.24556589,1929,#409fe2
1929-08,-0.265994,-0.18304299,0.013919313,1929,#1d7ec3
1929-09,-0.27702371,-0.23946461,-0.052117113,1929,#1d7ec3
1929-10,-0.22095425700000002,-0.1339776,0.06307417,1929,#1371b4
1929-11,-0.13986555,-0.22040902,-0.008355196,1929,#0a619f
1929-12,-0.56004316,-0.7883228,-0.5777808,1929,#6fbcf3
1930-01,-0.3631465,-0.3098931,-0.08301749,1930,#2b8dd3
1930-02,-0.355845585,-0.36990505,-0.14305124,1930,#2b8dd3
1930-03,-0.247327739,-0.16344656,0.0398585,1930,#1d7ec3
1930-04,-0.231288865,-0.2583028,-0.06029585,1930,#1d7ec3
1930-05,-0.25067644,-0.2960646,-0.10456661,1930,#1d7ec3
1930-06,-0.20374552,-0.22485831,-0.04085248,1930,#1371b4
1930-07,-0.188264394,-0.07834051,0.11337185,1930,#1371b4
1930-08,-0.09765256500000001,0.017548092,0.20184554,1930,#0a619f
1930-09,-0.092231414,-0.034773517,0.1482768,1930,#0a619f
1930-10,-0.09057754500000001,-0.032867283,0.17405316,1930,#0a619f
1930-11,0.06376379000000001,0.21525684,0.43313608,1930,#ffebeb
1930-12,-0.064672215,-0.042639684,0.17923409,1930,#04538c
1931-01,-0.13693942,-0.1753757,0.058751795,1931,#0a619f
1931-02,-0.25869055,-0.45933762,-0.25456643,1931,#1d7ec3
1931-03,-0.10919363,-0.1472306,0.05464277,1931,#0a619f
1931-04,-0.170704615,-0.2193038,-0.025949955,1931,#1371b4
1931-05,-0.192899963,-0.18883254,-0.009444412,1931,#1371b4
1931-06,-0.025446780000000002,0.08943297,0.26563814,1931,#04538c
1931-07,-0.008178205000000008,0.05337395,0.2400789,1931,#04538c
1931-08,-0.02666272,0.07645726,0.26378745,1931,#04538c
1931-09,-0.05196856,0.10768596,0.2907169,1931,#04538c
1931-10,-0.026985485000000003,0.21183813,0.41922596,1931,#04538c
1931-11,-0.135795225,0.008108556,0.23706354,1931,#0a619f
1931-12,-0.09730699300000001,-0.012831494,0.21677768,1931,#0a619f
1932-01,0.07975414499999998,0.20662436,0.4303021,1932,#ffebeb
1932-02,-0.17805380999999998,-0.3003471,-0.07813703,1932,#1371b4
1932-03,-0.194765785,-0.35355064,-0.1268795,1932,#1371b4
1932-04,-0.061219945,0.017070439,0.21409743,1932,#04538c
1932-05,-0.159821425,-0.17352419,0.017173706,1932,#1371b4
1932-06,-0.255411345,-0.18146303,-0.002183064,1932,#1d7ec3
1932-07,-0.1297198435,-0.1496796,0.048263263,1932,#0a619f
1932-08,-0.1898205665,-0.12581132,0.0647213,1932,#1371b4
1932-09,-0.0005506750000000005,0.073937595,0.2550241,1932,#04538c
1932-10,-0.09439127,0.026663322,0.22650419,1932,#0a619f
1932-11,-0.29486135999999996,-0.41617683,-0.17965049,1932,#1d7ec3
1932-12,-0.266678665,-0.31033286,-0.081051804,1932,#1d7ec3
1933-01,-0.311091075,-0.40235695,-0.181502,1933,#2b8dd3
1933-02,-0.35099406499999997,-0.4609708,-0.22082709,1933,#2b8dd3
1933-03,-0.38515520000000003,-0.49942195,-0.29633832,1933,#409fe2
1933-04,-0.2847052,-0.2796197,-0.08891836,1933,#1d7ec3
1933-05,-0.27693639999999997,-0.33691454,-0.15574344,1933,#1d7ec3
1933-06,-0.32360965,-0.42436284,-0.23985524,1933,#2b8dd3
1933-07,-0.2903949,-0.20522732,-0.027607292,1933,#1d7ec3
1933-08,-0.15375972699999998,-0.13417618,0.039732408,1933,#0a619f
1933-09,-0.326647425,-0.34622315,-0.18344107,1933,#2b8dd3
1933-10,-0.24582800500000002,-0.2621074,-0.07065616,1933,#1d7ec3
1933-11,-0.40483868999999995,-0.4031074,-0.19866055,1933,#409fe2
1933-12,-0.5141726099999999,-0.60200816,-0.3809199,1933,#57adea
1934-01,-0.323267485,-0.35476884,-0.14346892,1934,#2b8dd3
1934-02,-0.14517306000000002,0.15720175,0.35074577,1934,#0a619f
1934-03,-0.431056825,-0.54905903,-0.36228848,1934,#409fe2
1934-04,-0.37176274,-0.4466599,-0.2631597,1934,#2b8dd3
1934-05,-0.140189261,-0.10981703,0.059289623,1934,#0a619f
1934-06,-0.09232751,-0.13179316,0.034625802,1934,#0a619f
1934-07,-0.17809097000000002,-0.16833206,0.0058895866,1934,#1371b4
1934-08,-0.1144011675,-0.15783924,0.010726233,1934,#0a619f
1934-09,-0.134509677,-0.1669058,-0.0011311619,1934,#0a619f
1934-10,-0.081770105,0.019005949,0.19763872,1934,#0a619f
1934-11,0.03182673000000001,0.19340543,0.38580006,1934,#ffebeb
1934-12,-0.11132011,-0.024197176,0.1834289,1934,#0a619f
1935-01,-0.347972685,-0.5229915,-0.31336206,1935,#2b8dd3
1935-02,0.049721580000000015,0.37554738,0.5680041,1935,#ffebeb
1935-03,-0.21446314,-0.113469414,0.07409471,1935,#1371b4
1935-04,-0.32283771,-0.3815605,-0.19525535,1935,#2b8dd3
1935-05,-0.314342235,-0.35112432,-0.18152845,1935,#2b8dd3
1935-06,-0.209286605,-0.18410778,-0.02153384,1935,#1371b4
1935-07,-0.140942032435,-0.08585882,0.08604963,1935,#0a619f
1935-08,-0.1487755075,-0.060256124,0.10379395,1935,#0a619f
1935-09,-0.190528832,-0.13922831,0.027159145,1935,#1371b4
1935-10,-0.05521322000000001,0.053001676,0.22792323,1935,#04538c
1935-11,-0.32153569,-0.4370328,-0.24864335,1935,#2b8dd3
1935-12,-0.256534795,-0.27777714,-0.07905864,1935,#1d7ec3
1936-01,-0.39848118,-0.48760167,-0.28967655,1936,#409fe2
1936-02,-0.34311993500000004,-0.53448224,-0.34769806,1936,#2b8dd3
1936-03,-0.32916452,-0.35332325,-0.15931162,1936,#2b8dd3
1936-04,-0.18832129649999998,-0.14296642,0.024446793,1936,#1371b4
1936-05,-0.172329115,-0.11570443,0.04605948,1936,#1371b4
1936-06,-0.14899857049999998,-0.057785515,0.09956243,1936,#0a619f
1936-07,-0.06987007249999999,-0.0006378398,0.16263723,1936,#04538c
1936-08,-0.07327964000000001,-0.0014843021,0.15509386,1936,#04538c
1936-09,-0.1087661475,-0.0199521,0.14010847,1936,#0a619f
1936-10,-0.041382581,-0.061296545,0.11840698,1936,#04538c
1936-11,-0.054110775,0.02356596,0.19985056,1936,#04538c
1936-12,-0.106427585,-0.024500133,0.1627964,1936,#0a619f
1937-01,-0.1268517045,-0.10884823,0.10084947,1937,#0a619f
1937-02,0.066486835,0.12956116,0.34039494,1937,#ffebeb
1937-03,-0.26192868999999996,-0.359042,-0.16953461,1937,#1d7ec3
1937-04,-0.1212134435,-0.14872609,0.045162033,1937,#0a619f
1937-05,-0.091207265,0.012551345,0.18273112,1937,#0a619f
1937-06,-0.008428325,0.071849,0.23255645,1937,#04538c
1937-07,0.019690085000000003,0.05401922,0.2189386,1937,#ffebeb
1937-08,0.036828595000000006,0.0949837,0.257622,1937,#ffebeb
1937-09,0.14490854,0.24385986,0.4058691,1937,#ffebeb
1937-10,0.12801065,0.25869128,0.4391771,1937,#ffebeb
1937-11,0.061703085000000005,0.15208225,0.350572,1937,#ffebeb
1937-12,-0.0783857115,-0.043574866,0.16064243,1937,#0a619f
1938-01,0.045514435000000006,0.19532757,0.3812355,1938,#ffebeb
1938-02,-0.009824205000000003,0.14849725,0.33918828,1938,#04538c
1938-03,-0.01527917999999999,0.0562901,0.23278478,1938,#04538c
1938-04,0.04000324999999999,0.194216,0.36021218,1938,#ffebeb
1938-05,-0.095915005,-0.05296792,0.10105736,1938,#0a619f
1938-06,-0.0936448235,-0.12761664,0.03666134,1938,#0a619f
1938-07,-0.0462256475,-0.024128726,0.14444654,1938,#04538c
1938-08,-0.0028444249999999976,0.06272282,0.2257666,1938,#04538c
1938-09,0.019917384999999996,0.13267104,0.29125592,1938,#ffebeb
1938-10,0.1628221645,0.25410166,0.42501897,1938,#ffebeb
1938-11,0.054737240000000006,0.24371302,0.41817647,1938,#ffebeb
1938-12,-0.20567001999999998,-0.20469174,-0.0062236856,1938,#1371b4
1939-01,-0.12178783500000001,-0.17487729,0.023973797,1939,#0a619f
1939-02,-0.1176045775,-0.16589747,0.034551017,1939,#0a619f
1939-03,-0.288731745,-0.4406647,-0.24848782,1939,#1d7ec3
1939-04,-0.106402945,-0.16283515,0.015559908,1939,#0a619f
1939-05,-0.030052260999999997,-0.07871982,0.08986209,1939,#04538c
1939-06,0.014760025,-0.08510496,0.071205415,1939,#ffebeb
1939-07,-0.037748979,-0.059968878,0.098492704,1939,#04538c
1939-08,-0.04066755,0.022677794,0.18404403,1939,#04538c
1939-09,-0.017160370000000008,0.048188128,0.2368997,1939,#04538c
1939-10,-0.0993457305,-0.06943447,0.1262931,1939,#0a619f
1939-11,0.021302135,0.09843988,0.3002884,1939,#ffebeb
1939-12,0.333873385,0.59633386,0.8205676,1939,#ffdfdf
1940-01,-0.0526549045,-0.13568726,0.07475036,1940,#04538c
1940-02,0.08632718,0.0043298174,0.20856762,1940,#ffebeb
1940-03,-0.035766255999999996,-0.1411756,0.045234654,1940,#04538c
1940-04,0.148952325,0.15922625,0.34884942,1940,#ffebeb
1940-05,0.050241152350000005,0.0042025633,0.19408034,1940,#ffebeb
1940-06,0.0446637285,-0.040441476,0.1474925,1940,#ffebeb
1940-07,0.148253205,0.025561862,0.20012888,1940,#ffebeb
1940-08,0.09961081999999999,-0.004883984,0.17479865,1940,#ffebeb
1940-09,0.13118675999999999,0.09478423,0.28811744,1940,#ffebeb
1940-10,0.09584135,0.14135674,0.33724833,1940,#ffebeb
1940-11,-0.004656179999999996,0.058243126,0.2676701,1940,#04538c
1940-12,0.199230625,0.12798895,0.3470948,1940,#ffebeb
1941-01,-0.039561042,-0.16197975,0.16850944,1941,#04538c
1941-02,0.11823883400000001,0.100337714,0.42375526,1941,#ffebeb
1941-03,-0.116525387,-0.26978967,0.056772217,1941,#0a619f
1941-04,0.0362285865,-0.15491655,0.17130834,1941,#ffebeb
1941-05,0.061234993,-0.0829308,0.24214493,1941,#ffebeb
1941-06,0.059624603,-0.0623027,0.2523567,1941,#ffebeb
1941-07,0.16075781,-0.0054101613,0.32805032,1941,#ffebeb
1941-08,0.039676897,-0.06968402,0.2632464,1941,#ffebeb
1941-09,-0.14452067349999997,-0.14376363,0.18512419,1941,#0a619f
1941-10,0.214266448,0.16746214,0.5032903,1941,#ffebeb
1941-11,-0.007257904500000002,-0.21998094,0.12796392,1941,#04538c
1941-12,0.07538845335,-0.18397324,0.17617546,1941,#ffebeb
1942-01,0.257836935,0.15524147,0.4730633,1942,#ffebeb
1942-02,0.016801015,-0.19257063,0.12780578,1942,#ffebeb
1942-03,-0.041579481,-0.26392883,0.0340696,1942,#04538c
1942-04,-0.015153579499999998,-0.13529357,0.17831792,1942,#04538c
1942-05,0.12379058,-0.040163696,0.28249156,1942,#ffebeb
1942-06,0.030325833999999996,-0.07736221,0.23540834,1942,#ffebeb
1942-07,-0.059752496149999994,-0.15884307,0.16196592,1942,#04538c
1942-08,-0.057406120000000005,-0.25683358,0.058888115,1942,#04538c
1942-09,-0.013465350000000001,-0.09150083,0.23543966,1942,#04538c
1942-10,-0.08694347499999999,-0.012019037,0.30963337,1942,#0a619f
1942-11,-0.057510035000000015,-0.02962532,0.30830035,1942,#04538c
1942-12,-0.08007102499999999,-0.087051675,0.22795376,1942,#0a619f
1943-01,-0.18267335499999998,-0.42841038,-0.08719397,1943,#1371b4
1943-02,-0.030614194999999997,0.007115774,0.33954698,1943,#04538c
1943-03,-0.167727305,-0.31068555,0.022868909,1943,#1371b4
1943-04,0.02296948,0.060502436,0.37379268,1943,#ffebeb
1943-05,0.035509173,0.03803049,0.34609827,1943,#ffebeb
1943-06,-0.074871013,-0.26879072,0.048114274,1943,#04538c
1943-07,0.01833552615,-0.1263921,0.19301985,1943,#ffebeb
1943-08,0.031700875,-0.023312468,0.29354244,1943,#ffebeb
1943-09,-0.013441508000000005,-0.046986446,0.26748717,1943,#04538c
1943-10,0.227713595,0.23830718,0.5687541,1943,#ffebeb
1943-11,0.10388872299999999,0.119654186,0.47065187,1943,#ffebeb
1943-12,0.1062689875,0.13004108,0.47370178,1943,#ffebeb
1944-01,0.318162155,0.40706447,0.74364907,1944,#ffdfdf
1944-02,0.1186203525,0.13550323,0.46790236,1944,#ffebeb
1944-03,0.12006745499999999,0.049193487,0.36314335,1944,#ffebeb
1944-04,0.0422558222,-0.07351914,0.25587684,1944,#ffebeb
1944-05,0.1199256935,0.059001982,0.38550538,1944,#ffebeb
1944-06,0.107359165,-0.071772136,0.26050973,1944,#ffebeb
1944-07,0.14871695000000001,-0.05799992,0.2680433,1944,#ffebeb
1944-08,0.20666181,-0.006745493,0.3241899,1944,#ffebeb
1944-09,0.16769068,0.10824024,0.42359743,1944,#ffebeb
1944-10,0.20805594900000002,0.23495293,0.56418353,1944,#ffebeb
1944-11,0.08847658025,-0.0003195707,0.32887444,1944,#ffebeb
1944-12,0.08326902,-0.10916385,0.2216566,1944,#ffebeb
1945-01,0.09508039500000001,-0.019999968,0.33029786,1945,#ffebeb
1945-02,0.048399477,-0.24386525,0.11479348,1945,#ffebeb
1945-03,0.038658117,-0.18773235,0.15122813,1945,#ffebeb
1945-04,0.20985290499999998,0.07728357,0.4193295,1945,#ffebeb
1945-05,-0.061685726499999996,-0.13018443,0.22157787,1945,#04538c
1945-06,-0.036520215,-0.07731133,0.26112658,1945,#04538c
1945-07,0.0004232469999999981,-0.13039674,0.20685868,1945,#ffebeb
1945-08,0.23621240999999998,0.082593076,0.41640204,1945,#ffebeb
1945-09,0.10283859699999999,-0.011262127,0.31227174,1945,#ffebeb
1945-10,0.09423337999999999,0.09399285,0.41182208,1945,#ffebeb
1945-11,-0.010639087999999998,-0.07619439,0.2544958,1945,#04538c
1945-12,-0.19979327,-0.40126997,-0.071029104,1945,#1371b4
1946-01,0.046495295000000006,0.09384749,0.36740425,1946,#ffebeb
