Time,Anomaly (deg C),Lower confidence limit (2.5%),Upper confidence limit (97.5%),Year,Color
1881-09,-0.30076031999999997,-0.44138214,-0.11844892,1881,#1d7ec3
1881-10,-0.230508105,-0.5229491,-0.15672302,1881,#1371b4
1881-11,-0.38121368499999997,-0.8650239,-0.35150224,1881,#2b8dd3
1881-12,-0.271325015,-0.737639,-0.09268733,1881,#1d7ec3
1882-01,-0.025385775000000006,-0.20209295,0.4002736,1882,#04538c
1882-02,-0.11726175999999999,-0.45178542,0.12314153,1882,#0a619f
1882-03,-0.17708034,-0.5578679,0.07645015,1882,#1371b4
1882-04,-0.314741575,-0.6677978,-0.19480592,1882,#2b8dd3
1882-05,-0.325729985,-0.64526963,-0.18187416,1882,#2b8dd3
1882-06,-0.392254825,-0.6346703,-0.2585969,1882,#409fe2
1882-07,-0.34102685,-0.59970176,-0.2342972,1882,#2b8dd3
1882-08,-0.245100525,-0.43637025,-0.04615778,1882,#1d7ec3
1882-09,-0.1504458775,-0.40670443,0.016948301,1882,#0a619f
1882-10,-0.39908361,-0.7661957,-0.3790233,1882,#409fe2
1882-11,-0.40350992,-0.8113538,-0.33609432,1882,#409fe2
1882-12,-0.65473995,-1.183344,-0.5743092,1882,#86c9f9
1883-01,-0.472772775,-1.0516957,-0.4857779,1883,#57adea
1883-02,-0.48543221,-1.0921801,-0.5116687,1883,#57adea
1883-03,-0.26636963999999996,-0.68007094,-0.1153258,1883,#1d7ec3
1883-04,-0.43903493000000005,-0.640632,-0.22133711,1883,#409fe2
1883-05,-0.34002827,-0.58512646,-0.17159003,1883,#2b8dd3
1883-06,-0.190154405,-0.42479947,-0.058775254,1883,#1371b4
1883-07,-0.21858145499999998,-0.39765194,-0.05586405,1883,#1371b4
1883-08,-0.28788333499999996,-0.4363073,-0.10871693,1883,#1d7ec3
1883-09,-0.306268165,-0.46228713,-0.13671413,1883,#1d7ec3
1883-10,-0.3400996,-0.50695854,-0.15311565,1883,#2b8dd3
1883-11,-0.39625065,-0.87166667,-0.36881447,1883,#409fe2
1883-12,-0.414817435,-0.68091285,-0.031533834,1883,#409fe2
1884-01,-0.44355370000000005,-0.8260669,-0.24440202,1884,#409fe2
1884-02,-0.332856565,-0.7473144,-0.18921949,1884,#2b8dd3
1884-03,-0.505468115,-1.1443796,-0.52115124,1884,#57adea
1884-04,-0.508961615,-0.9458464,-0.5360939,1884,#57adea
1884-05,-0.565621175,-0.83974624,-0.46086302,1884,#6fbcf3
1884-06,-0.5137892749999999,-0.72093284,-0.40533006,1884,#57adea
1884-07,-0.565863725,-0.75451124,-0.44361812,1884,#6fbcf3
1884-08,-0.429122,-0.7406395,-0.4443897,1884,#409fe2
1884-09,-0.50433028,-0.8387333,-0.52984315,1884,#57adea
1884-10,-0.463346,-0.73241806,-0.37892878,1884,#57adea
1884-11,-0.585206495,-1.1085925,-0.5786787,1884,#6fbcf3
1884-12,-0.489721885,-0.8725904,-0.22278535,1884,#57adea
1885-01,-0.6561416250000001,-1.2224954,-0.6702643,1885,#86c9f9
1885-02,-0.55275719,-0.95747703,-0.4017237,1885,#6fbcf3
1885-03,-0.421016415,-0.71386015,-0.1958897,1885,#409fe2
1885-04,-0.6349703499999999,-0.8893491,-0.51241136,1885,#86c9f9
1885-05,-0.60631217,-0.8004509,-0.41268003,1885,#6fbcf3
1885-06,-0.6366488749999999,-0.7876816,-0.46575266,1885,#86c9f9
1885-07,-0.42047033,-0.5327274,-0.20288731,1885,#409fe2
1885-08,-0.40506778,-0.4192517,-0.12813202,1885,#409fe2
1885-09,-0.35673315,-0.51849467,-0.20132571,1885,#2b8dd3
1885-10,-0.36150767500000003,-0.511424,-0.19933277,1885,#2b8dd3
1885-11,-0.38425599,-0.79399896,-0.3671263,1885,#2b8dd3
1885-12,-0.21760142,-0.46283314,0.13629127,1885,#1371b4
1886-01,-0.47974498,-0.8185559,-0.3421135,1886,#57adea
1886-02,-0.47879001499999996,-0.8893433,-0.45386305,1886,#57adea
1886-03,-0.48723004999999997,-0.87998956,-0.44936252,1886,#57adea
1886-04,-0.36158667499999997,-0.562227,-0.21505892,1886,#2b8dd3
1886-05,-0.29257127,-0.5093331,-0.17047642,1886,#1d7ec3
1886-06,-0.50197674,-0.621423,-0.31458396,1886,#57adea
1886-07,-0.302198795,-0.2868423,-0.012846316,1886,#1d7ec3
1886-08,-0.457386595,-0.5365588,-0.24151525,1886,#409fe2
1886-09,-0.39079215,-0.5389997,-0.23347124,1886,#409fe2
1886-10,-0.412978635,-0.57854676,-0.2249445,1886,#409fe2
1886-11,-0.490789465,-0.84457713,-0.38855743,1886,#57adea
1886-12,-0.394798,-0.59147733,0.013475401,1886,#409fe2
1887-01,-0.743769965,-1.2634307,-0.77796763,1887,#a2d9ff
1887-02,-0.6588821,-1.0066634,-0.53337514,1887,#86c9f9
1887-03,-0.44538546,-0.66394824,-0.18930429,1887,#409fe2
1887-04,-0.48280384,-0.6690156,-0.29971415,1887,#57adea
1887-05,-0.5294594349999999,-0.6324426,-0.24517995,1887,#57adea
1887-06,-0.52584266,-0.6180221,-0.26803192,1887,#57adea
1887-07,-0.38890875,-0.49855363,-0.16873421,1887,#409fe2
1887-08,-0.445542475,-0.66798866,-0.34551924,1887,#409fe2
1887-09,-0.388552505,-0.45849228,-0.124922395,1887,#409fe2
1887-10,-0.44461458,-0.5861134,-0.23945218,1887,#409fe2
1887-11,-0.43516164999999996,-0.6165084,-0.14682509,1887,#409fe2
1887-12,-0.49650566500000004,-0.71225506,-0.12879705,1887,#57adea
1888-01,-0.6184704000000001,-0.93476826,-0.40565678,1888,#86c9f9
1888-02,-0.58728783,-1.0282748,-0.48040244,1888,#6fbcf3
1888-03,-0.597259135,-0.9916644,-0.40515795,1888,#6fbcf3
1888-04,-0.351931775,-0.5062121,-0.09169176,1888,#2b8dd3
1888-05,-0.41130792,-0.58814836,-0.16381899,1888,#409fe2
1888-06,-0.32171713,-0.34700403,-0.0075617717,1888,#2b8dd3
1888-07,-0.33862619,-0.36674258,-0.028522113,1888,#2b8dd3
1888-08,-0.31051375999999997,-0.40532312,-0.059989028,1888,#2b8dd3
1888-09,-0.32469458,-0.47284138,-0.09673777,1888,#2b8dd3
1888-10,-0.166449955,-0.29114854,0.08147308,1888,#1371b4
1888-11,-0.26496225,-0.5297303,-0.056466423,1888,#1d7ec3
1888-12,-0.259325695,-0.6915107,-0.07088093,1888,#1d7ec3
1889-01,-0.296662715,-0.7955348,-0.2281289,1889,#1d7ec3
1889-02,-0.0065793890000000015,-0.26686692,0.3313398,1889,#04538c
1889-03,-0.08734917655,-0.4908292,0.14888473,1889,#0a619f
1889-04,-0.08679017750000001,-0.23654836,0.19515084,1889,#0a619f
1889-05,-0.158112975,-0.3567327,0.03778995,1889,#1371b4
1889-06,-0.21282647,-0.26928538,0.09240139,1889,#1371b4
1889-07,-0.28090228,-0.38473907,-0.002638888,1889,#1d7ec3
1889-08,-0.30713443,-0.382469,-0.04595672,1889,#1d7ec3
1889-09,-0.341660745,-0.411892,-0.062031224,1889,#2b8dd3
1889-10,-0.37001048000000003,-0.5584522,-0.1675513,1889,#2b8dd3
1889-11,-0.50644489,-0.94848186,-0.5257937,1889,#57adea
1889-12,-0.344272975,-0.7252513,-0.1975656,1889,#2b8dd3
1890-01,-0.53390054,-0.9075629,-0.44758067,1890,#57adea
1890-02,-0.46501267,-0.80191517,-0.25693575,1890,#57adea
1890-03,-0.611119255,-1.0156151,-0.44574022,1890,#6fbcf3
1890-04,-0.49407725,-0.71455586,-0.25259095,1890,#57adea
1890-05,-0.5364693300000001,-0.71034163,-0.34041718,1890,#57adea
1890-06,-0.49480302,-0.6484441,-0.2786957,1890,#57adea
1890-07,-0.48914097,-0.61912286,-0.25061202,1890,#57adea
1890-08,-0.466994865,-0.60456914,-0.23920797,1890,#57adea
1890-09,-0.48220799999999997,-0.6340553,-0.24723436,1890,#57adea
1890-10,-0.439185585,-0.48733988,-0.11265953,1890,#409fe2
1890-11,-0.67008716,-1.0209168,-0.60024196,1890,#86c9f9
1890-12,-0.39929930999999996,-0.73806983,-0.193708,1890,#409fe2
1891-01,-0.580199025,-0.9752743,-0.38854095,1891,#6fbcf3
1891-02,-0.59757085,-1.1368078,-0.51574737,1891,#6fbcf3
1891-03,-0.362510785,-0.73967415,-0.14759666,1891,#2b8dd3
1891-04,-0.44807478,-0.7804607,-0.3109657,1891,#409fe2
1891-05,-0.34619385,-0.58270115,-0.19398576,1891,#2b8dd3
1891-06,-0.37509501,-0.45358348,-0.08030503,1891,#2b8dd3
1891-07,-0.399669885,-0.47019175,-0.083546154,1891,#409fe2
1891-08,-0.35485568500000003,-0.39106482,-0.015999531,1891,#2b8dd3
1891-09,-0.25669602,-0.33245638,0.07330975,1891,#1d7ec3
1891-10,-0.34296810499999997,-0.5528914,-0.1798707,1891,#2b8dd3
1891-11,-0.533912635,-0.930463,-0.4656534,1891,#57adea
1891-12,-0.218032717,-0.3924768,0.16129918,1891,#1371b4
1892-01,-0.46479940000000003,-0.8683372,-0.3128496,1892,#57adea
1892-02,-0.28967018,-0.670275,-0.09564713,1892,#1d7ec3
1892-03,-0.532998,-1.067389,-0.5035521,1892,#57adea
1892-04,-0.54560762,-0.90035963,-0.38450268,1892,#6fbcf3
1892-05,-0.45689041500000005,-0.713353,-0.29245353,1892,#409fe2
1892-06,-0.43644238,-0.50806713,-0.112382,1892,#409fe2
1892-07,-0.5867591999999999,-0.7335021,-0.3279214,1892,#6fbcf3
1892-08,-0.5083249599999999,-0.6716542,-0.3157488,1892,#57adea
1892-09,-0.3824375,-0.53374344,-0.16934551,1892,#2b8dd3
1892-10,-0.43382175,-0.5541452,-0.18158038,1892,#409fe2
1892-11,-0.6606942,-1.158553,-0.7216756,1892,#86c9f9
1892-12,-0.7922567300000001,-1.2757576,-0.75265056,1892,#c2e6ff
1893-01,-1.0448952999999999,-1.8170856,-1.295457,1893,#e7f5ff
1893-02,-0.8449927500000001,-1.4891063,-0.97389996,1893,#c2e6ff
1893-03,-0.42680094,-0.8468321,-0.25947094,1893,#409fe2
1893-04,-0.514842315,-0.6894795,-0.242238,1893,#57adea
1893-05,-0.5721377249999999,-0.83023626,-0.41408545,1893,#6fbcf3
1893-06,-0.442311025,-0.47007388,-0.10432316,1893,#409fe2
1893-07,-0.243755383,-0.30995354,0.0718263,1893,#1d7ec3
1893-08,-0.28695431,-0.42510232,-0.04564211,1893,#1d7ec3
1893-09,-0.365137335,-0.5066887,-0.13763179,1893,#2b8dd3
1893-10,-0.304265775,-0.431178,-0.06450533,1893,#1d7ec3
1893-11,-0.40481100999999997,-0.6656534,-0.18516311,1893,#409fe2
1893-12,-0.48452681000000003,-0.9027598,-0.3266258,1893,#57adea
1894-01,-0.62761364,-1.0999916,-0.5984335,1894,#86c9f9
1894-02,-0.42949706,-0.7061899,-0.16888106,1894,#409fe2
1894-03,-0.511591285,-0.78288764,-0.18012123,1894,#57adea
1894-04,-0.537474765,-0.6979041,-0.2330076,1894,#57adea
1894-05,-0.519168375,-0.5645004,-0.16713575,1894,#57adea
1894-06,-0.583648035,-0.7048743,-0.33967066,1894,#6fbcf3
1894-07,-0.39212566,-0.41283482,0.008365977,1894,#409fe2
1894-08,-0.35357937,-0.4165197,-0.035893336,1894,#2b8dd3
1894-09,-0.43969661000000004,-0.4826571,-0.11973604,1894,#409fe2
1894-10,-0.39901138999999997,-0.49573192,-0.11762346,1894,#409fe2
1894-11,-0.460065965,-0.76914674,-0.3285951,1894,#409fe2
1894-12,-0.5516949800000001,-0.8763593,-0.3319932,1894,#6fbcf3
1895-01,-0.635987525,-1.135011,-0.6246753,1895,#86c9f9
1895-02,-0.641798615,-1.0820545,-0.53331417,1895,#86c9f9
1895-03,-0.6178789,-1.0658865,-0.42149332,1895,#86c9f9
1895-04,-0.46109405000000003,-0.61832196,-0.08559856,1895,#409fe2
1895-05,-0.48253112,-0.6005855,-0.21568343,1895,#57adea
1895-06,-0.425360095,-0.6544854,-0.24042314,1895,#409fe2
1895-07,-0.334900695,-0.44190624,-0.055332642,1895,#2b8dd3
1895-08,-0.377247765,-0.5759503,-0.22868304,1895,#2b8dd3
1895-09,-0.39428145,-0.3780758,0.004563605,1895,#409fe2
1895-10,-0.325741895,-0.3601503,-0.01913779,1895,#2b8dd3
1895-11,-0.321368695,-0.5072299,-0.11477432,1895,#2b8dd3
1895-12,-0.366828455,-0.61731,-0.111378685,1895,#2b8dd3
1896-01,-0.3152051,-0.63923705,-0.13306576,1896,#2b8dd3
1896-02,-0.336621475,-0.6474474,-0.1070468,1896,#2b8dd3
1896-03,-0.5883624199999999,-1.1381494,-0.54051805,1896,#6fbcf3
1896-04,-0.546031275,-0.9703021,-0.5279163,1896,#6fbcf3
1896-05,-0.3561196,-0.512132,-0.10780184,1896,#2b8dd3
1896-06,-0.23009133,-0.23455322,0.12454226,1896,#1371b4
1896-07,-0.18243536000000002,-0.2806964,0.05781503,1896,#1371b4
1896-08,-0.17156359999999998,-0.29004,0.050142206,1896,#1371b4
1896-09,-0.155275361,-0.17158331,0.16280639,1896,#1371b4
1896-10,-0.117941942,-0.1425172,0.18223548,1896,#0a619f
1896-11,-0.31405123,-0.69920295,-0.27367136,1896,#2b8dd3
1896-12,-0.094388485,-0.36384916,0.15962122,1896,#0a619f
1897-01,-0.30009837,-0.72174245,-0.17007478,1897,#1d7ec3
1897-02,-0.348607295,-0.8097794,-0.24300085,1897,#2b8dd3
1897-03,-0.415469995,-0.97661525,-0.39890695,1897,#409fe2
1897-04,-0.1176401,-0.3315189,0.09310206,1897,#0a619f
1897-05,-0.1140821495,-0.17022234,0.19506669,1897,#0a619f
1897-06,-0.1627357,-0.2632949,0.08002119,1897,#1371b4
1897-07,-0.18704694019999998,-0.19542333,0.1921405,1897,#1371b4
1897-08,-0.1854231,-0.24676836,0.10223528,1897,#1371b4
1897-09,-0.1862695385,-0.21358849,0.12297523,1897,#1371b4
1897-10,-0.21232262000000002,-0.2854315,0.078423865,1897,#1371b4
1897-11,-0.42274423,-0.6189777,-0.23910487,1897,#409fe2
1897-12,-0.46516181,-0.7256571,-0.29130754,1897,#57adea
1898-01,-0.199247835,-0.33878303,0.20338397,1898,#1371b4
1898-02,-0.55612665,-0.8543246,-0.41769433,1898,#6fbcf3
1898-03,-0.8427486500000001,-1.3132093,-0.9149976,1898,#c2e6ff
1898-04,-0.6630129499999999,-0.74905795,-0.34602475,1898,#86c9f9
1898-05,-0.559589265,-0.6156515,-0.28065035,1898,#6fbcf3
1898-06,-0.334713885,-0.38630366,-0.06962964,1898,#2b8dd3
1898-07,-0.39475091500000004,-0.37437415,-0.04453943,1898,#409fe2
1898-08,-0.38942811,-0.4413513,-0.11047837,1898,#409fe2
1898-09,-0.370769635,-0.44217342,-0.104510136,1898,#2b8dd3
1898-10,-0.50095728,-0.6032095,-0.25805828,1898,#57adea
1898-11,-0.5286319349999999,-0.7253645,-0.3403977,1898,#57adea
1898-12,-0.4895283,-0.61240077,-0.1909281,1898,#57adea
1899-01,-0.359804095,-0.51001024,-0.08024267,1899,#2b8dd3
1899-02,-0.55403091,-0.92963904,-0.51648164,1899,#6fbcf3
1899-03,-0.58895439,-1.0511804,-0.63286793,1899,#6fbcf3
1899-04,-0.43934162,-0.58648795,-0.21923758,1899,#409fe2
1899-05,-0.35891117,-0.49924374,-0.15422803,1899,#2b8dd3
1899-06,-0.501000435,-0.6696502,-0.34322163,1899,#57adea
1899-07,-0.365536555,-0.4267522,-0.070603736,1899,#2b8dd3
1899-08,-0.23979759,-0.29031864,0.03919383,1899,#1d7ec3
1899-09,-0.151583295,-0.21647395,0.09062668,1899,#0a619f
1899-10,-0.1831370425,-0.21012469,0.12807764,1899,#1371b4
1899-11,-0.05694076499999999,-0.039869733,0.34075263,1899,#04538c
1899-12,-0.46616602,-0.7925532,-0.35254797,1899,#57adea
1900-01,-0.506518865,-0.9400493,-0.528552,1900,#57adea
1900-02,-0.202858472,-0.5493136,-0.14853647,1900,#1371b4
1900-03,-0.1996691875,-0.31484738,0.12159956,1900,#1371b4
1900-04,-0.2241328,-0.39362144,-0.021297857,1900,#1371b4
1900-05,-0.30283662,-0.36636877,-0.03126314,1900,#1d7ec3
1900-06,-0.21709992500000003,-0.25950128,0.05464934,1900,#1371b4
1900-07,-0.19087769999999998,-0.31068075,0.0008154486,1900,#1371b4
1900-08,-0.21077268000000002,-0.2918902,0.018044809,1900,#1371b4
1900-09,-0.195677775,-0.25904998,0.056297068,1900,#1371b4
1900-10,-0.06474686999999998,-0.033789955,0.3019823,1900,#04538c
1900-11,-0.26251246500000003,-0.46951964,-0.115614876,1900,#1d7ec3
1900-12,-0.23622344,-0.3434206,0.07360421,1900,#1d7ec3
1901-01,-0.280581655,-0.50635725,-0.10218896,1901,#1d7ec3
1901-02,-0.268185115,-0.38208917,0.014920479,1901,#1d7ec3
1901-03,-0.20080305934999998,-0.18760888,0.19740143,1901,#1371b4
1901-04,-0.1752886283,-0.1846133,0.17478582,1901,#1371b4
1901-05,-0.24932855,-0.41811708,-0.08366335,1901,#1d7ec3
1901-06,-0.23660954,-0.2728518,0.062721774,1901,#1d7ec3
1901-07,-0.32892778,-0.30619416,0.035452377,1901,#2b8dd3
1901-08,-0.205044565,-0.26137382,0.07117775,1901,#1371b4
1901-09,-0.3551397,-0.43869475,-0.11452699,1901,#2b8dd3
1901-10,-0.34072283999999997,-0.5088786,-0.16086952,1901,#2b8dd3
1901-11,-0.39580756500000003,-0.55203754,-0.18406337,1901,#409fe2
1901-12,-0.48448406499999996,-0.71873873,-0.3313649,1901,#57adea
1902-01,-0.43954475,-0.62886935,-0.23625198,1902,#409fe2
1902-02,-0.23218734000000002,-0.3143198,0.054613903,1902,#1d7ec3
1902-03,-0.473975575,-0.76598746,-0.39446995,1902,#57adea
1902-04,-0.43048067,-0.7074404,-0.36044374,1902,#409fe2
1902-05,-0.43020975499999997,-0.6743783,-0.33229956,1902,#409fe2
1902-06,-0.445160075,-0.6391971,-0.3035666,1902,#409fe2
1902-07,-0.38913131,-0.5410147,-0.21608037,1902,#409fe2
1902-08,-0.42508107500000003,-0.45944068,-0.13648663,1902,#409fe2
1902-09,-0.37277042,-0.53622466,-0.20939296,1902,#2b8dd3
1902-10,-0.5004722100000001,-0.6105758,-0.26546147,1902,#57adea
1902-11,-0.56258446,-0.86718524,-0.512088,1902,#6fbcf3
1902-12,-0.5658807849999999,-0.8805177,-0.49974585,1902,#6fbcf3
1903-01,-0.43438736499999997,-0.5629166,-0.17487508,1903,#409fe2
1903-02,-0.24023621,-0.25851938,0.09996465,1903,#1d7ec3
1903-03,-0.398397625,-0.59053993,-0.23590857,1903,#409fe2
1903-04,-0.58795783,-0.7287032,-0.39480016,1903,#6fbcf3
1903-05,-0.5160499000000001,-0.67264426,-0.35965487,1903,#57adea
1903-06,-0.54764166,-0.68904406,-0.3988851,1903,#6fbcf3
1903-07,-0.50516978,-0.6212865,-0.32708672,1903,#57adea
1903-08,-0.6013680800000001,-0.7430696,-0.43096983,1903,#6fbcf3
1903-09,-0.55971187,-0.6878234,-0.38017792,1903,#6fbcf3
1903-10,-0.6647730199999999,-0.7447385,-0.44615096,1903,#86c9f9
1903-11,-0.62974555,-0.80319685,-0.46922693,1903,#86c9f9
1903-12,-0.71400635,-0.9404558,-0.5607465,1903,#a2d9ff
1904-01,-0.80655995,-1.1035994,-0.7282584,1904,#c2e6ff
1904-02,-0.7698671,-1.0421659,-0.6645507,1904,#c2e6ff
1904-03,-0.696428435,-0.9168596,-0.5439516,1904,#a2d9ff
1904-04,-0.64678155,-0.8304865,-0.49002743,1904,#86c9f9
1904-05,-0.60934495,-0.7024207,-0.39693013,1904,#6fbcf3
1904-06,-0.564104185,-0.64427185,-0.33544633,1904,#6fbcf3
1904-07,-0.5529929,-0.7038847,-0.3961033,1904,#6fbcf3
1904-08,-0.47835862500000004,-0.5808675,-0.26701227,1904,#57adea
1904-09,-0.5965616499999999,-0.7803055,-0.46877286,1904,#6fbcf3
1904-10,-0.552990235,-0.60135233,-0.2823872,1904,#6fbcf3
1904-11,-0.39655106500000004,-0.4285604,-0.06527724,1904,#409fe2
1904-12,-0.499592025,-0.677356,-0.22769217,1904,#57adea
1905-01,-0.46335952,-0.6718181,-0.29697618,1905,#57adea
1905-02,-0.720109925,-1.1083239,-0.7387638,1905,#a2d9ff
1905-03,-0.5239958650000001,-0.7740073,-0.4408839,1905,#57adea
1905-04,-0.56017257,-0.78480726,-0.4779643,1905,#6fbcf3
1905-05,-0.434177665,-0.59222335,-0.29997885,1905,#409fe2
1905-06,-0.342520225,-0.47706825,-0.20058131,1905,#2b8dd3
1905-07,-0.37304274000000004,-0.3984548,-0.118751004,1905,#2b8dd3
1905-08,-0.304414645,-0.41495913,-0.13649128,1905,#1d7ec3
1905-09,-0.345129845,-0.3945245,-0.10699125,1905,#2b8dd3
1905-10,-0.3350832,-0.43117854,-0.13766581,1905,#2b8dd3
1905-11,-0.21722217500000002,-0.24089523,0.10349833,1905,#1371b4
1905-12,-0.27429034,-0.47847262,-0.0658577,1905,#1d7ec3
1906-01,-0.29661555500000003,-0.6183942,-0.22026974,1906,#1d7ec3
1906-02,-0.38851493000000004,-0.80025595,-0.4218207,1906,#409fe2
1906-03,-0.28945962999999997,-0.4757038,-0.09255124,1906,#1d7ec3
1906-04,-0.1039470865,-0.1890555,0.1649642,1906,#0a619f
1906-05,-0.376453415,-0.48529008,-0.16189492,1906,#2b8dd3
1906-06,-0.232467185,-0.21087614,0.09551105,1906,#1d7ec3
1906-07,-0.34288514999999997,-0.4666589,-0.1547946,1906,#2b8dd3
1906-08,-0.271612505,-0.26070634,0.028351668,1906,#1d7ec3
1906-09,-0.35295112500000003,-0.34227848,-0.034777224,1906,#2b8dd3
1906-10,-0.32222059000000003,-0.31183296,0.015806675,1906,#2b8dd3
1906-11,-0.53171885,-0.6857333,-0.33237177,1906,#57adea
1906-12,-0.32045943,-0.34203902,0.055204567,1906,#2b8dd3
1907-01,-0.5292263150000001,-0.8446656,-0.49948606,1907,#57adea
1907-02,-0.6185136250000001,-0.9363163,-0.59744155,1907,#86c9f9
1907-03,-0.43785025,-0.72382474,-0.39120084,1907,#409fe2
1907-04,-0.477918955,-0.6882803,-0.38927817,1907,#57adea
1907-05,-0.644954085,-0.87542975,-0.5934895,1907,#86c9f9
1907-06,-0.54397785,-0.7139966,-0.45171738,1907,#6fbcf3
1907-07,-0.42500589,-0.5482027,-0.2607583,1907,#409fe2
1907-08,-0.49093180000000003,-0.59909475,-0.32328683,1907,#57adea
1907-09,-0.39859734,-0.5002309,-0.23496431,1907,#409fe2
1907-10,-0.335854115,-0.31519043,-0.03444898,1907,#2b8dd3
1907-11,-0.556290955,-0.75946695,-0.42153263,1907,#6fbcf3
1907-12,-0.589794365,-0.81812006,-0.35693172,1907,#6fbcf3
1908-01,-0.466387775,-0.6629399,-0.29372314,1908,#57adea
1908-02,-0.41381731,-0.5853172,-0.22971743,1908,#409fe2
1908-03,-0.70398442,-1.0686646,-0.7247127,1908,#a2d9ff
1908-04,-0.588319,-0.7300172,-0.40691224,1908,#6fbcf3
1908-05,-0.452971515,-0.5288099,-0.21813254,1908,#409fe2
1908-06,-0.41270535,-0.42956784,-0.13048041,1908,#409fe2
1908-07,-0.400945605,-0.45466268,-0.18232417,1908,#409fe2
1908-08,-0.48116265,-0.5471892,-0.26067123,1908,#57adea
1908-09,-0.38762025499999997,-0.39539954,-0.109965794,1908,#409fe2
1908-10,-0.57463488,-0.5408227,-0.26626617,1908,#6fbcf3
1908-11,-0.6452272800000001,-0.8480474,-0.53805375,1908,#86c9f9
1908-12,-0.63806036,-0.8415328,-0.47235432,1908,#86c9f9
1909-01,-0.76284405,-1.0459875,-0.7357214,1909,#a2d9ff
1909-02,-0.5354324,-0.6642833,-0.33681118,1909,#57adea
1909-03,-0.65203918,-0.9094926,-0.5955121,1909,#86c9f9
1909-04,-0.63271172,-0.8133347,-0.531495,1909,#86c9f9
1909-05,-0.59171518,-0.69644135,-0.4106239,1909,#6fbcf3
1909-06,-0.49996263,-0.57677865,-0.31012046,1909,#57adea
1909-07,-0.523661075,-0.5377757,-0.27948084,1909,#57adea
1909-08,-0.33681289999999997,-0.42677817,-0.16232021,1909,#2b8dd3
1909-09,-0.41587805499999997,-0.4501691,-0.1942036,1909,#409fe2
1909-10,-0.49441095,-0.4986228,-0.23934399,1909,#57adea
1909-11,-0.38654533,-0.33785403,-0.04012409,1909,#409fe2
1909-12,-0.5962324999999999,-0.6905886,-0.36277398,1909,#6fbcf3
1910-01,-0.43267882999999996,-0.54292154,-0.2108315,1910,#409fe2
1910-02,-0.528955065,-0.6303257,-0.2920409,1910,#57adea
1910-03,-0.61882388,-0.7828643,-0.44455916,1910,#86c9f9
1910-04,-0.534801465,-0.6835651,-0.3773751,1910,#57adea
1910-05,-0.536724725,-0.61260444,-0.31866974,1910,#57adea
1910-06,-0.55922885,-0.69085807,-0.4208107,1910,#6fbcf3
1910-07,-0.434642255,-0.5161363,-0.24433164,1910,#409fe2
1910-08,-0.38866887,-0.4665293,-0.20009856,1910,#409fe2
1910-09,-0.4228183,-0.5066417,-0.2198782,1910,#409fe2
1910-10,-0.48470154,-0.4777117,-0.21731606,1910,#57adea
1910-11,-0.6723143250000001,-0.78662246,-0.50099003,1910,#86c9f9
1910-12,-0.7565559,-0.98820275,-0.65769327,1910,#a2d9ff
1911-01,-0.667927875,-0.86455196,-0.5834861,1911,#86c9f9
1911-02,-0.70591267,-0.85218203,-0.54798985,1911,#a2d9ff
1911-03,-0.76386312,-0.8922346,-0.603449,1911,#a2d9ff
1911-04,-0.64352153,-0.6538857,-0.38153917,1911,#86c9f9
1911-05,-0.6270833,-0.64194465,-0.37391704,1911,#86c9f9
1911-06,-0.55419535,-0.4801011,-0.2047233,1911,#6fbcf3
1911-07,-0.49248362,-0.47994018,-0.2156279,1911,#57adea
1911-08,-0.506320655,-0.5206591,-0.2518272,1911,#57adea
1911-09,-0.498103285,-0.45923716,-0.17627501,1911,#57adea
1911-10,-0.344984975,-0.32493648,-0.07192076,1911,#2b8dd3
1911-11,-0.34918551499999995,-0.42222637,-0.11580669,1911,#2b8dd3
1911-12,-0.31536668,-0.5402218,-0.21196769,1911,#2b8dd3
1912-01,-0.329272345,-0.587095,-0.29207647,1912,#2b8dd3
1912-02,-0.31478967,-0.41875055,-0.13436073,1912,#2b8dd3
1912-03,-0.5542118,-0.94139886,-0.6421345,1912,#6fbcf3
1912-04,-0.337746025,-0.47951415,-0.19101006,1912,#2b8dd3
1912-05,-0.33511908,-0.39582822,-0.144855,1912,#2b8dd3
1912-06,-0.284952225,-0.255542,0.01808138,1912,#1d7ec3
1912-07,-0.50717445,-0.6441968,-0.39580515,1912,#57adea
1912-08,-0.572338105,-0.7832598,-0.5384997,1912,#6fbcf3
1912-09,-0.643627375,-0.89345664,-0.6357013,1912,#86c9f9
1912-10,-0.67898012,-0.97217906,-0.7175283,1912,#86c9f9
1912-11,-0.55778745,-0.74847007,-0.46086726,1912,#6fbcf3
1912-12,-0.590465085,-0.8901729,-0.5769312,1912,#6fbcf3
1913-01,-0.563512615,-0.7857883,-0.4937182,1913,#6fbcf3
1913-02,-0.5499484099999999,-0.90275115,-0.6140809,1913,#6fbcf3
1913-03,-0.60566252,-0.837991,-0.5634879,1913,#6fbcf3
1913-04,-0.533901955,-0.70241565,-0.4472085,1913,#57adea
1913-05,-0.5410281100000001,-0.7469394,-0.4931111,1913,#6fbcf3
1913-06,-0.551342825,-0.711938,-0.44581062,1913,#6fbcf3
1913-07,-0.47683702,-0.6753018,-0.41507086,1913,#57adea
1913-08,-0.395458895,-0.49199247,-0.24122006,1913,#409fe2
